loss,accuracy,val_loss,val_accuracy
0.6699901354789733,0.5813500285148621,0.5937103298818989,0.7192000150680542
0.5825525907993316,0.6970000267028809,0.5062140787293197,0.7512000203132629
0.5319966896533966,0.7396500110626221,0.4763854379486886,0.7748000025749207
0.491018368434906,0.7691500186920166,0.4226113450565156,0.8073999881744385
0.4603659609556198,0.7891499996185303,0.41658466589298976,0.8133999705314636
0.4356638982057571,0.8033000230789185,0.39213486680179643,0.8234000205993652
0.42147822988033296,0.810949981212616,0.3743276013310548,0.8320000171661377
0.3999974102973938,0.8223999738693237,0.3444128242932307,0.8464000225067139
0.38874320623874664,0.8287000060081482,0.35888010334626885,0.8443999886512756
0.3717889773607254,0.8382999897003174,0.3256808511770455,0.8601999878883362
0.3622361328363419,0.843999981880188,0.3200551863688572,0.8604000210762024
0.35179286630153656,0.8488500118255615,0.3137943763167236,0.8618000149726868
0.33858211410045624,0.8551999926567078,0.30270953372025944,0.8694000244140625
0.3274523614287376,0.8623499870300293,0.2946666913332453,0.8754000067710876
0.3224239546179771,0.8623999953269958,0.3128428350493407,0.8668000102043152
0.315114791059494,0.8658499717712402,0.27172795583488074,0.8830000162124634
0.31004626282453535,0.8693000078201294,0.27912556285121637,0.8835999965667725
0.2987843676924706,0.8766000270843506,0.2638371105596518,0.8873999714851379
0.2910706451058388,0.8773499727249146,0.26151638345164097,0.8902000188827515
0.2910827147960663,0.878000020980835,0.26798902219457993,0.8877999782562256
0.28087204850912095,0.8830000162124634,0.2649841538754998,0.8903999924659729
0.2779920657515526,0.8830500245094299,0.2685975914073598,0.8885999917984009
0.27067878420352937,0.8888999819755554,0.26032200099746133,0.8938000202178955
0.26570565415620806,0.890250027179718,0.24071219008249842,0.9002000093460083
0.2599110120534897,0.894599974155426,0.24360895180588316,0.8967999815940857
0.2541572417199612,0.8945000171661377,0.22623778032554184,0.9052000045776367
0.2503348047852516,0.8972499966621399,0.2185648206123121,0.9103999733924866
0.24859225407838823,0.8969500064849854,0.24604062152326486,0.9010000228881836
0.2367907618045807,0.9053500294685364,0.23572488907416156,0.907800018787384
0.23737658693790437,0.9036499857902527,0.2606503277969588,0.8956000208854675
0.22622413091659546,0.9085999727249146,0.22885568205053639,0.9049999713897705
0.23063244660496712,0.907800018787384,0.21370060865286808,0.9132000207901001
0.22410181114673614,0.9099000096321106,0.21617537324026131,0.9125999808311462
0.22330042662620544,0.9101999998092651,0.22875508312491855,0.9097999930381775
0.21769379139244557,0.9125000238418579,0.21191244963912448,0.9147999882698059
0.21390642795562745,0.9139999747276306,0.22215498891320956,0.9110000133514404
0.2118949812948704,0.9146000146865845,0.22916219656349748,0.9092000126838684
0.21003161085247993,0.9161999821662903,0.21208575121156728,0.9197999835014343
0.20570255632400514,0.9168499708175659,0.21147525761347669,0.9197999835014343
0.20146012318730355,0.9198499917984009,0.2056069275138864,0.9157999753952026
0.195826383715868,0.9224500060081482,0.24018331553051425,0.9049999713897705
0.19563957909941673,0.922249972820282,0.2034403673094359,0.9197999835014343
0.19788219744563101,0.9194499850273132,0.1944811636475241,0.9204000234603882
0.19298778163194658,0.9211999773979187,0.19278840212875112,0.9243999719619751
0.18497202492654324,0.9280999898910522,0.18858272515854257,0.9247999787330627
0.18588818398714066,0.9269999861717224,0.19122269332029257,0.9247999787330627
0.1808490339934826,0.9300000071525574,0.21344313575963306,0.9175999760627747
0.17727512946426868,0.9290500283241272,0.1900647757990155,0.9279999732971191
0.1813452771127224,0.9272500276565552,0.18064113136879198,0.9296000003814697
0.18117776308059694,0.9284499883651733,0.20597117228113163,0.9228000044822693
0.17652282279133796,0.9284999966621399,0.21531005011527402,0.9161999821662903
0.17235708499252797,0.9310500025749207,0.20135539625385765,0.9214000105857849
0.1669359583735466,0.9338499903678894,0.18590177565955432,0.9269999861717224
0.16734659677743913,0.9320499897003174,0.18836126338904072,0.9276000261306763
