loss,accuracy,val_loss,val_accuracy
0.6680810482025147,0.5819000005722046,0.5692751039365295,0.7211999893188477
0.5697260927677155,0.7082499861717224,0.48605202907209943,0.7662000060081482
0.5130558163166046,0.7506999969482422,0.44419021154664884,0.7925999760627747
0.47479638080596925,0.7796000242233276,0.4550182481480252,0.7883999943733215
0.45337177362442016,0.7925000190734863,0.40446574881577946,0.8163999915122986
0.43020526790618896,0.8047000169754028,0.39286163487252157,0.8222000002861023
0.41758877804279326,0.8106499910354614,0.4008321324541311,0.8230000138282776
0.408920357465744,0.8178499937057495,0.36070146606226633,0.8424000144004822
0.3952982342004776,0.8259000182151794,0.36192782384574795,0.8374000191688538
0.38450986466407777,0.8325499892234802,0.35943517971570327,0.8410000205039978
