loss,accuracy,val_loss,val_accuracy
0.6905209422111511,0.6239781975746155,0.660991370677948,0.5894206762313843
0.509187638759613,0.7629427909851074,0.6464714407920837,0.5692695379257202
0.39010146260261536,0.8274295926094055,0.5699638724327087,0.6675062775611877
0.3636583685874939,0.8292461633682251,0.4862459599971771,0.745591938495636
0.3181360363960266,0.8601271510124207,0.4522209167480469,0.7783375382423401
0.2821768522262573,0.8828337788581848,0.42069700360298157,0.8161209225654602
0.274021178483963,0.88101726770401,0.416157603263855,0.8236775994300842
0.2237469106912613,0.9137148261070251,0.45087122917175293,0.8136020302772522
0.21377740800380707,0.9173478484153748,0.41311681270599365,0.8362720608711243
0.18668211996555328,0.922797441482544,0.4283635914325714,0.8236775994300842
0.1758362501859665,0.9391462206840515,0.4464091360569,0.8085642457008362
0.1808924525976181,0.9309718608856201,0.41089189052581787,0.8337531685829163
