loss,accuracy,val_loss,val_accuracy
1.13701331615448,0.5804646015167236,0.6603626012802124,0.7986666560173035
0.6926897764205933,0.7579064965248108,0.4987104833126068,0.843999981880188
0.5795247554779053,0.7906520962715149,0.4369071424007416,0.8506666421890259
0.5353732109069824,0.8088440895080566,0.40279385447502136,0.8640000224113464
0.49852389097213745,0.828435480594635,0.3863137662410736,0.8693333268165588
0.46699103713035583,0.83683180809021,0.37272876501083374,0.874666690826416
0.42410871386528015,0.8435488343238831,0.35942646861076355,0.8826666474342346
0.3975605070590973,0.8623005747795105,0.35416191816329956,0.8840000033378601
0.38341930508613586,0.8667786121368408,0.3531067967414856,0.8826666474342346
0.3610800802707672,0.8706969022750854,0.3491382598876953,0.8799999952316284
0.3255809247493744,0.888608992099762,0.3495959937572479,0.8853333592414856
0.33691778779029846,0.8874894976615906,0.35342028737068176,0.8773333430290222
0.3418700098991394,0.8816120624542236,0.34064075350761414,0.8866666555404663
