loss,accuracy,val_loss,val_accuracy
0.6773739126205445,0.5573999881744385,0.6016798408547784,0.6747999787330627
0.5982092266082764,0.6830999851226807,0.5583916934812145,0.7269999980926514
0.5369308289051056,0.7324000000953674,0.46422532238778036,0.7788000106811523
0.497210439157486,0.7627000212669373,0.43736096115628625,0.7960000038146973
0.46738072299957273,0.7828500270843506,0.4096187664445039,0.8118000030517578
0.4427423375368118,0.797249972820282,0.3937044249978035,0.8234000205993652
0.4242748087644577,0.8083500266075134,0.3775189049114847,0.8299999833106995
0.4062017357826233,0.8177499771118164,0.366369041904902,0.8367999792098999
0.39387915852069855,0.8230999708175659,0.34732073583420675,0.8474000096321106
0.3811830951452255,0.8319000005722046,0.34518426229619675,0.848800003528595
0.3734685912847519,0.8388000130653381,0.32011885195970535,0.8655999898910522
0.3609814774274826,0.8434000015258789,0.3625807082577116,0.8345999717712402
0.35331085715293886,0.8460999727249146,0.320768095078362,0.8677999973297119
0.34321928017139436,0.8542500138282776,0.3120604220089639,0.8697999715805054
0.3349912717819214,0.8567500114440918,0.3465978089411547,0.850600004196167
0.33089332101345065,0.8601999878883362,0.2957804221541259,0.8758000135421753
0.32143005023002624,0.8632000088691711,0.2948381950141518,0.8776000142097473
0.3165169503569603,0.8677999973297119,0.2875141326788884,0.8784000277519226
0.30758704113960267,0.8705499768257141,0.30651224276442435,0.8776000142097473
0.30333848729133606,0.8727999925613403,0.27517932487331376,0.8877999782562256
0.2995713583230972,0.873199999332428,0.27138252361754706,0.8866000175476074
0.29074044865369797,0.8791000247001648,0.27461105267143554,0.8870000243186951
0.27978656511306765,0.8837500214576721,0.26717020775292327,0.8906000256538391
0.27463433475494387,0.8837000131607056,0.2602247948384589,0.8931999802589417
0.27728338783979417,0.8877999782562256,0.26228400808610736,0.8881999850273132
0.27028172906637193,0.8877999782562256,0.25240026124913223,0.8996000289916992
0.26816383118629455,0.8898000121116638,0.2730163819138791,0.8895999789237976
0.2575760325670242,0.895550012588501,0.2553663115212872,0.895799994468689
0.2515538825392723,0.8950499892234802,0.25492133850314813,0.8924000263214111
0.24919516099095346,0.8995000123977661,0.26863963135583385,0.8938000202178955
0.24701100215911864,0.8999999761581421,0.23638740488013643,0.9039999842643738
0.23909910365343093,0.9013000130653381,0.25882790472572015,0.9017999768257141
0.24111159519553185,0.9003999829292297,0.22558355345657677,0.9101999998092651
0.2316838778913021,0.9039499759674072,0.2372772527775567,0.9065999984741211
0.2339426237344742,0.904699981212616,0.23801184621206514,0.909600019454956
0.22441292523145676,0.9084500074386597,0.2283984384007135,0.9093999862670898
0.22179310542941094,0.9099000096321106,0.21441390994153206,0.9121999740600586
0.21844381147623063,0.9111499786376953,0.24248473526565892,0.9038000106811523
0.21558514132499695,0.9143000245094299,0.23212614520245298,0.90420001745224
0.21113117790818214,0.9142500162124634,0.20524254892092603,0.9151999950408936
0.2067679131269455,0.9175999760627747,0.215617468307732,0.9146000146865845
0.20682220735251902,0.9178000092506409,0.22472329262145765,0.9089999794960022
0.20353665853142738,0.9168499708175659,0.24030990934201107,0.9039999842643738
0.20551970068216324,0.9150500297546387,0.2186184044049424,0.9129999876022339
0.19941625303030014,0.9186999797821045,0.22358835308225292,0.9132000207901001
